tweet,tweet_1,tweet_2,mentions,themes,HS,TR,AG
"That reign bitch is hot as fuck, why am I being attacked by beautiful women https://t.co/qbSQB8dKnx","That reign bitch is hot as fuck, why am I being attacked by beautiful women",reign bitch hot fuck attack beautiful woman,[],[],1,0,0
@FoxNews Don’t trust this lying bitch let’s see if any of the other nude women in the lineup come forward she’ll do… https://t.co/KrpL0mPkSL,Dont trust this lying bitch lets see if any of the other nude women in the lineup come forward shell do,trust lie bitch let nude woman lineup come forward shell,['@FoxNews'],['Shell'],1,1,0
I need to detach & destress from work right now because the way these privileged white women are on full bitch mode… https://t.co/1nRkweqEGR,I need to detach & destress from work right now because the way these privileged white women are on full bitch mode,need detach destress work right way privilege white woman bitch mode,['Atomic Kitten'],[],1,1,0
PREYING ON WOMEN IS A BITCH TENDENCY ‼️🗣,PREYING ON WOMEN IS A BITCH TENDENCY,preying woman bitch tendency,[],[],1,0,0
Darlington Rape Verdict: Attacker with hatred of women who described England as a 'bitch country' https://t.co/NgZi7Swttv,Darlington Rape Verdict: Attacker with hatred of women who described England as a 'bitch country',darlington rape verdict attacker hatred woman describe england bitch country,[],"['England', 'Hacker', 'Misogyny', 'Darlington F.C.']",1,0,0
if ur ugly -@ing women who interacted with kriss before this u deserve to have ur GI tract rammed through with a hot iron stake u smug bitch,if ur ugly - women who interacted with kriss before this u deserve to have ur GI tract rammed through with a hot iron stake u smug bitch,ur ugly woman interact kriss deserve ur gi tract ram hot iron stake smug bitch,['@ing'],[],1,0,1
Some dumb bitch really sat on a “black woman are bomb” page and said that black women are copying Kylie’s braids https://t.co/dBHB9fbx5d,Some dumb bitch really sat on a black woman are bomb page and said that black women are copying Kylies braids,dumb bitch sit black woman bomb page black woman copy kylie braid,[],"['SAT', 'Braid']",1,0,0
"Y’all expect women to settle for trash treatment and then call them riders when they do so... the bitch is lonely and insecure, not a rider.","Yall expect women to settle for trash treatment and then call them riders when they do so... the bitch is lonely and insecure, not a rider.",expect woman settle trash treatment rider bitch lonely insecure rider,[],['Settler'],1,0,0
"“Why don’t you want kids? Every women should want kids!” First of all, bitch, not w this president and our economy","Why dont you want kids? Every women should want kids! First of all, bitch, not w this president and our economy",want kid woman want kid bitch president economy,[],"['the United States', 'the United States']",1,0,0
i’ve seen so many people on facebook get mad at men for posting #metoo because it’s for women only BITCH anyone can be sexually assaulted,ive seen so many people on facebook get mad at men for posting because its for women only BITCH anyone can be sexually assaulted,ve people facebook mad man post woman bitch sexually assault,[],[],1,0,0
@keenondevonte 😘😘 down bitch. That’s what women do. Provide for her man and put his head towards God when he have doubts. I love you 💙,down bitch. Thats what women do. Provide for her man and put his head towards God when he have doubts. I love you,bitch woman provide man head god doubt love,['@keenondevonte'],"['Barney &amp', 'Friends']",1,1,0
It doesnt matter where you go longs you bitch ass niggas and snake ass black women out of your surroundings is all that matters,It doesnt matter where you go longs you bitch ass niggas and snake ass black women out of your surroundings is all that matters,matter long bitch niggas snake ass black woman surrounding matter,[],[],1,0,1
@charlyne_yi no its for women who are being a fucking bitch,no its for women who are being a fucking bitch,woman fucking bitch,['@charlyne_yi'],[],1,0,0
I think a 40 year old crack whore cunt would be a more capable #potus than @realDonaldTrump https://t.co/o6AupZZ4IH,I think a year old crack whore cunt would be a more capable than,think year old crack whore cunt capable,['@realDonaldTrump'],['French'],1,0,0
these cunt whore are lickers are all army & their family if they get a female they all gang bang her ' whore all... https://t.co/fWNzj0b7Yf,these cunt whore are lickers are all army & their family if they get a female they all gang bang her ' whore all...,cunt whore licker army family female gang bang whore,['Gang'],['Army'],1,0,1
@RepWilson i have diarrhea that smells better THAN u spook nigger coon cunt pig whore and fuck ur faggoty ass hat bitch dyke twat retard,i have diarrhea that smells better THAN u spook nigger coon cunt pig whore and fuck ur faggoty ass hat bitch dyke twat retard,diarrhea smell spook nigger coon cunt pig whore fuck ur faggoty ass hat bitch dyke twat retard,['@RepWilson'],"['Dyke', 'Twat']",1,1,0
"I miss u bUT ALSO FUCK U, CUNT WHORE BITCH","I miss u bUT ALSO FUCK U, CUNT WHORE BITCH",miss fuck cunt whore bitch,[],[],1,0,0
ALSO PRETTY SURE YOU DON'T HAVE THE RIGHT TO BE A PSYCHOTIC CUNT TO YOUR EX WHEN YOU'RE THE TRIFLING ASS WHORE WHO CHEATED IN THE 1ST PLACE,ALSO PRETTY SURE YOU DON'T HAVE THE RIGHT TO BE A PSYCHOTIC CUNT TO YOUR EX WHEN YOU'RE THE TRIFLING ASS WHORE WHO CHEATED IN THE ST PLACE,pretty sure right psychotic cunt ex trifle ass whore cheat st place,[],[],1,0,1
NOTHING BUT A MONEY GRUBBING RUSSIAN CUNT WHORE!!!!!!!!!!,NOTHING BUT A MONEY GRUBBING RUSSIAN CUNT WHORE!!!!!!!!!!,money grub russian cunt whore,[],['Russian'],1,1,1
@BerthaPuckerman this doesn’t apply to you but I hate you and your leo cunt twat whore kin. https://t.co/JFGoa9xPpO,this doesnt apply to you but I hate you and your leo cunt twat whore kin.,apply hate leo cunt twat whore kin,['@BerthaPuckerman'],['Twat'],1,1,1
"@htmlamanda you stupid cunt bitch! All women aren’t stupid, but all women who think like you are!!!!! Whore!","you stupid cunt bitch! All women arent stupid, but all women who think like you are!!!!! Whore!",stupid cunt bitch woman stupid woman think like whore,['@htmlamanda'],['Sunday'],1,1,1
All the men who catcall on the street I wish I could personally shove back up their moms whore cunt :),All the men who catcall on the street I wish I could personally shove back up their moms whore cunt,man catcall street wish personally shove mom whore cunt,['Stevie Wonder'],['Edith Shove'],1,0,1
📷 shypakiwife: brutal -whore -degrader: Use that fucking cunt What she’s good for I always do…. https://t.co/3cbz6Uo0Pu,shypakiwife: brutal -whore -degrader: Use that fucking cunt What shes good for I always do.,shypakiwife brutal whore degrader use fucking cunt good,[],['Austria'],1,1,1
You are very whore and your cunt enjoys it https://t.co/Z5tQRkFByy,You are very whore and your cunt enjoys it,whore cunt enjoy,[],['Sunday'],1,1,0
@angwood15 @GreyJoanna They still makn dak out be a homewreakn whore and jamie a cheatn cunt sad sad ppl unlike the… https://t.co/g4Sn6faZjq,They still makn dak out be a homewreakn whore and jamie a cheatn cunt sad sad ppl unlike the,makn dak homewreakn whore jamie cheatn cunt sad sad ppl unlike,"['@angwood15', '@GreyJoanna', 'Jamie Hope']","[""Mongolian People's Revolutionary Party"", '2010']",1,0,0
Youre deffo gone. You called someone a dumb whore cunt the other day https://t.co/n6Sm4RtBwf,Youre deffo gone. You called someone a dumb whore cunt the other day,deffo dumb whore cunt day,[],['English'],1,0,0
"God is dead, Jesus is a cunt and the Virgin Mary was a whore.","God is dead, Jesus is a cunt and the Virgin Mary was a whore.",god dead jesus cunt virgin mary whore,"['Jesus', 'Mary', 'Jesus']",[],1,1,1
@verge What a dumb cunt of daughter. Social Media addicted whore.,What a dumb cunt of daughter. Social Media addicted whore.,dumb cunt daughter social medium addict whore,['@verge'],[],1,1,0
@xKrisssyyy bitch text me and why tf you ain’t text me back yesterday 🤔 WHORE!,bitch text me and why tf you aint text me back yesterday WHORE!,bitch text tf text yesterday whore,['@xKrisssyyy'],['Middle English'],1,1,0
Ewk man this bitch be with mad whores,Ewk man this bitch be with mad whores,ewk man bitch mad whore,[],[],1,1,0
I don't have time for you whores bitch can't you tell? I only spend time with money & that's because she pays me well,I don't have time for you whores bitch can't you tell? I only spend time with money & that's because she pays me well,time whore bitch tell spend time money pay,['Don Draper'],"['Canadian', '100', 'Middle English']",1,1,0
@hindu_whore Yeah bitch that's where you deserve my CUM,Yeah bitch that's where you deserve my CUM,yeah bitch deserve cum,"['@hindu_whore', 'Meredith Brooks']",[],1,1,1
She’s not only a bitch but she’s also a whore. She’s always touching her friends boobs too which is gross,Shes not only a bitch but shes also a whore. Shes always touching her friends boobs too which is gross,bitch whore touch friend boob gross,[],['Breast'],1,1,0
I luv a classy bitch but still might fuck a bad whore💰,I luv a classy bitch but still might fuck a bad whore,luv classy bitch fuck bad whore,[],"['Dutch', 'Maharashtra']",1,1,0
biiiitch lil biddy whores doofus bitch im eat my ass,biiiitch lil biddy whores doofus bitch im eat my ass,biiiitch lil biddy whores doofus bitch eat ass,[],[],1,1,0
@lissettesus WELP. Bitch IM JUST NOW FUCKING SEEING DUMB WHORE,WELP. Bitch IM JUST NOW FUCKING SEEING DUMB WHORE,welp bitch fuck dumb whore,['@lissettesus'],[],1,1,0
"In my lifetime I've called some women whores, a bitch a dirty boy a hoe open up the pussy store. Pimp C","In my lifetime I've called some women whores, a bitch a dirty boy a hoe open up the pussy store. Pimp C",lifetime ve woman whore bitch dirty boy hoe open pussy store pimp,[],[],1,0,0
This kid too much of a bitch even do shit on his own He's gotta get some stupid ass whores to do his shit for him,This kid too much of a bitch even do shit on his own He's gotta get some stupid ass whores to do his shit for him,kid bitch shit stupid ass whore shit,[],[],1,0,0
@ohlashaybefly ctfu tell that bitch don't be snitching she got caught whore,ctfu tell that bitch don't be snitching she got caught whore,ctfu tell bitch snitch catch whore,['@ohlashaybefly'],[],1,1,0
The bitch done had a baby shower in McDonald's 🤦🤦.. loud forgive the lil whores u made .,The bitch done had a baby shower in McDonald's .. loud forgive the lil whores u made .,bitch baby shower mcdonald loud forgive lil whore,[],['McDonald'],1,1,0
LMAO BITCH I DID DROP YOU. And I'm texting 5 other niggas too 😭 you're not special whore https://t.co/0VOfGAvI0k,LMAO BITCH I DID DROP YOU. And I'm texting other niggas too you're not special whore,lmao bitch drop texte niggas special whore,[],['LOL'],1,1,0
@MrGQ37 @politico keep calling her a bitch and a whore dude real grown up.,keep calling her a bitch and a whore dude real grown up.,bitch whore dude real grow,"['@MrGQ37', '@politico']",[],1,1,0
Heard that's ur bitch but that lil whore a bopper 😂😂😂,Heard that's ur bitch but that lil whore a bopper,hear ur bitch lil whore bopper,[],[],1,1,0
"sometimes i wish we weren't cousins cs ur a bitch butttt i love u whore, you're only young once but immature for a… https://t.co/6vjPZnNbKI","sometimes i wish we weren't cousins cs ur a bitch butttt i love u whore, you're only young once but immature for a",wish cousin cs ur bitch butttt love whore young immature,['Children'],[],1,1,0
@A1_Infinite fuck you u a fucking whore Lil bitch I don't even like u tbh,fuck you u a fucking whore Lil bitch I don't even like u tbh,fuck fucking whore lil bitch like tbh,['@A1_Infinite'],[],1,1,0
These whores woke me up out of my sleep 😩 Ima be mad as a bitch in the morning waking up for work,These whores woke me up out of my sleep Ima be mad as a bitch in the morning waking up for work,whore wake sleep mad bitch morning wake work,[],[],1,1,0
"@gulbukhari Since u r a pathetic self claimed pseudo analyst, don’t bark before you r a bit clear on the subject. Bitch cum whore.","Since u r a pathetic self claimed pseudo analyst, dont bark before you r a bit clear on the subject. Bitch cum whore.",pathetic self claim pseudo analyst bark bit clear subject bitch cum whore,['@gulbukhari'],[],1,1,0
Anyways the big boobed bitch was also a lowkey whore but nobody knew except our mutual friend who had also told me what she had done,Anyways the big boobed bitch was also a lowkey whore but nobody knew except our mutual friend who had also told me what she had done,anyways big boob bitch lowkey whore know mutual friend tell,[],[],1,1,0
And most the women they whores Hollywood or not lesbian or not young old ugly or not married or not they got five men for 5 reasons 100,And most the women they whores Hollywood or not lesbian or not young old ugly or not married or not they got five men for reasons,woman whore hollywood lesbian young old ugly married man reason,[],"['Lesbian', 'Hollywood']",1,0,0
From why did i shag at fucking whore at kid is a mistake en the mis stake its self obviously we burnt a few innocent women thank them whores,From why did i shag at fucking whore at kid is a mistake en the mis stake its self obviously we burnt a few innocent women thank them whores,shag fucking whore kid mistake en mis stake self obviously burn innocent woman thank whore,[],[],1,1,1
@ALT_uscis @TomiLahren Stop embarrass Media Women -u r media WHORE! @chelseahandler @Oprah @hodakotb @WhoopiGoldberg @cher,Stop embarrass Media Women -u r media WHORE!,stop embarrass medium woman media whore,"['@ALT_uscis', '@TomiLahren', '@chelseahandler', '@Oprah', '@hodakotb', '@WhoopiGoldberg', '@cher']",[],1,1,0
#METOo 74% women admit to moral sex... Whore# https://t.co/oAWJpzoXwv,% women admit to moral sex... Whore,woman admit moral sex whore,[],[],1,0,0
@siggyflicker Your a crack whore look in the mirror complete trash you are you make women yourself and the great s… https://t.co/e0IKyMqKnt,Your a crack whore look in the mirror complete trash you are you make women yourself and the great s,crack whore look mirror complete trash woman great,['@siggyflicker'],[],1,1,0
#MeToo women always blame men for everything . How about not dressing like a whore?,women always blame men for everything . How about not dressing like a whore?,woman blame man dress like whore,[],[],1,0,1
